cust_id,gender,age,id,county,card_id,open_date,card_type,credit_line
00006976,男性,52,21,雲林縣,224272029292629,15Dec2014,3,42
00007257,女性,47,21,雲林縣,988818182898282,19Dec2011,2,12
00007413,女性,42,17,新北市,000020305050708,12Dec2013,3,10
00007462,男性,44,17,新北市,231383739333835,24Dec2013,2,40
00007755,男性,51,17,新北市,486878683868782,10Jan2013,3,28
00007798,女性,47,17,新北市,907090306080302,16Sep2012,3,21
00007946,女性,42,17,新北市,454525954555957,18Nov2013,2,33
00008442,男性,48,17,新北市,827292122292528,25Oct2013,3,25
00008483,男性,42,17,新北市,827262226252922,17Dec2009,3,32
00008500,女性,41,17,新北市,063696962656668,17Oct2013,3,38
00008579,男性,49,17,新北市,158545958585654,17Feb2012,3,42
00008579,男性,51,17,新北市,000020500090409,13Jan2014,3,17
00008601,女性,47,17,新北市,784808388808981,23Mar2013,3,33
00008655,男性,53,17,新北市,949474440424145,25May2014,3,16
00008663,男性,42,17,新北市,893969599959396,16Nov2008,3,28
00008735,女性,45,17,新北市,246494444444846,17Jan2014,3,29
00009006,男性,39,17,新北市,176777872787777,13Apr2012,3,21
00009027,女性,50,17,新北市,998979396979694,20Oct2014,3,42
00009121,女性,52,17,新北市,247494540464644,18Feb2014,2,34
00009129,男性,45,17,新北市,268676467636569,17Feb2015,2,31
00009290,男性,48,17,新北市,292999592999492,18Mar2011,3,40
00009294,女性,45,17,新北市,554515957575959,25Feb2015,3,40
00009447,男性,48,17,新北市,846444542494746,09Dec2012,2,39
00009452,女性,54,17,新北市,990989699959894,18Feb2014,3,30
00009460,男性,54,17,新北市,796909699949496,14Jan2013,3,40
00009497,男性,46,17,新北市,852555557545559,15Feb2013,2,42
00009689,男性,48,17,新北市,556545753585751,20Dec2010,2,34
00009822,男性,47,4,新竹市,838373834343733,19Dec2011,3,30
00009833,女性,45,4,新竹市,124212928232728,15Dec2014,2,45
00010025,男性,58,4,新竹市,587888486848282,16Jan2015,3,41
00010216,男性,51,4,新竹縣,239393731393238,09Jan2014,2,34
00010378,女性,44,4,新竹縣,291919993999991,13Nov2014,3,35
00010510,男性,50,2,嘉義市,778747278747678,17Jan2011,2,37
00010706,女性,48,2,嘉義縣,468676066626169,21Feb2015,2,33
00010906,女性,42,2,嘉義縣,248414648444746,25Feb2015,2,33
00011016,男性,50,2,嘉義縣,578767876757977,23Dec2014,3,24
00011126,女性,45,2,嘉義縣,039383836373836,21Nov2011,2,42
00011174,女性,39,2,嘉義縣,359555753545454,18Aug2013,2,27
00011356,男性,52,2,嘉義縣,358545758585159,19Dec2014,3,28
00011407,男性,41,2,嘉義縣,547474643494648,18Sep2014,3,27
00011426,女性,45,2,嘉義縣,745404849454448,18Nov2010,3,21
00011634,男性,46,1,彰化縣,257545054595258,13Jan2014,3,38
00012069,女性,47,1,彰化縣,254575955515251,10Sep2014,3,22
00012225,女性,41,1,彰化縣,722222826222427,15Apr2014,3,37
00012501,男性,46,1,彰化縣,570747774707471,18Jan2013,3,11
00012611,男性,54,1,彰化縣,759555853585753,18Dec2008,2,24
00012907,男性,48,13,臺中市,742484743444641,14Nov2013,2,31
00013274,男性,47,13,臺中市,457575857575656,20Jan2015,3,25
00013303,男性,47,13,臺中市,993989495969596,17Dec2012,3,32
00013566,女性,41,13,臺中市,079797175747376,17Jan2014,2,28
00013741,女性,48,13,臺中市,465626162666463,17Dec2012,2,32
00013964,男性,45,14,臺中市,755535659525358,16Jan2015,2,48
00014030,女性,43,13,臺中市,263646863696561,13Jan2014,3,18
00014198,女性,44,18,臺北市,918191919151115,18Mar2014,2,29
00014207,女性,41,18,臺北市,943484844454641,17Dec2009,2,40
00014291,女性,56,18,臺北市,764646865666563,18Nov2013,3,34
00014653,男性,52,18,臺北市,267676867676967,16Nov2008,2,33
00014727,女性,51,18,臺北市,266636269666563,18Mar2014,2,43
00014821,女性,39,18,臺北市,993989496909297,17Nov2011,2,46
00014879,男性,53,18,臺北市,365666067646761,18Sep2014,3,49
00014950,女性,48,18,臺北市,783888889878788,19Mar2013,3,24
00014972,女性,48,18,臺北市,338383339303237,19Dec2014,2,40
00015349,男性,44,19,臺東縣,100060909050004,15Feb2013,2,26
00015355,男性,50,19,臺東縣,373747875757274,16Jan2012,3,33
00015401,男性,48,19,臺東縣,572717978717574,17Nov2014,3,34
00015582,男性,43,19,臺東縣,457545653515450,21Nov2014,3,27
00015762,男性,53,15,臺南市,874747579777978,17Jan2011,2,51
00015832,女性,44,16,臺南市,236343231313832,17Jan2011,2,36
00016119,女性,47,16,臺南市,352575055535458,17Jan2014,3,22
00016254,男性,42,16,臺南市,286898088878480,18Nov2010,2,11
00016504,男性,49,15,臺南市,971797476767878,19Feb2013,2,38
00016684,男性,49,16,臺南市,256545453575357,15Dec2014,3,30
00016732,男性,48,15,臺南市,640444846414048,18Jan2007,2,48
00016873,女性,47,16,臺南市,358525855555952,17Dec2012,2,32
00017041,女性,44,15,臺南市,459525655595650,14Jan2013,3,33
00017100,女性,51,16,臺南市,883868787888780,20Dec2010,3,23
00017191,女性,48,16,臺南市,588858987888989,21Feb2015,2,36
00017334,女性,43,11,澎湖縣,763696863606363,16Mar2012,3,33
00017633,男性,47,7,高雄市,562676667646462,21Apr2012,2,38
00017663,男性,46,7,高雄市,695989694949195,15Dec2014,3,27
00017676,女性,44,7,高雄市,756595754535655,18Feb2011,2,33
00017695,男性,46,7,高雄市,341404049444747,17Jan2014,2,36
00017881,男性,49,7,高雄市,169666969606361,20Dec2010,3,43
00017884,男性,46,7,高雄市,885828787888583,17Jan2014,3,29
00018195,男性,47,7,高雄市,000030307020805,13Jan2014,2,36
00018371,男性,53,7,高雄市,399949794989998,14Nov2013,2,31
00018386,男性,45,7,高雄市,038373537343435,17Oct2013,3,40
00018577,女性,46,7,高雄市,768626564666861,19Nov2012,2,39
00018813,男性,44,7,高雄市,835383035383435,17Feb2015,2,30
00019164,女性,43,7,高雄市,580858888868980,13Dec2009,3,25
00019198,女性,46,7,高雄市,973797679727478,22Jan2013,2,35
00019208,女性,46,7,高雄市,728232625262325,19Dec2014,3,27
00019384,女性,52,7,高雄市,281838486878982,21Nov2011,3,42
00019907,男性,51,17,新北市,926242320232526,22Aug2010,2,33
00020002,女性,47,17,新北市,356555959555655,19Sep2013,3,40
00020296,女性,50,17,新北市,069626961616660,18Feb2014,3,22
00020699,男性,39,17,新北市,641474941424749,13Jan2011,2,42
00020791,男性,51,17,新北市,639303739373636,18Jan2010,3,25
00021022,女性,41,17,新北市,462646261656663,21Jan2011,3,43
00021296,男性,56,17,新北市,575737675747177,18Feb2014,3,41
00021322,男性,45,17,新北市,859545350565552,18Nov2013,3,28
00021323,女性,50,17,新北市,049444749474542,20Mar2012,3,39
00021414,男性,54,17,新北市,567656463646960,22Mar2014,3,28
00021493,女性,44,17,新北市,342484549454646,16Jan2015,2,37
00021608,男性,55,17,新北市,809040302080609,10Jan2013,3,38
00021666,男性,42,13,臺中市,412121611191315,19Dec2014,2,50
00021849,男性,42,13,臺中市,077787678727677,15Jan2009,2,25
00021870,男性,42,14,臺中市,361626760696168,20Dec2013,2,19
00021957,男性,46,14,臺中市,784828486878586,19Mar2013,2,26
00022254,男性,48,13,臺中市,832363436333630,22Mar2014,2,24
00022263,女性,51,13,臺中市,889878886848585,13Jan2014,2,47
00022379,女性,57,13,臺中市,199969493959099,15Dec2014,3,39
00022383,女性,46,13,臺中市,659545854545258,17Jan2014,2,39
00022627,男性,50,14,臺中市,242454645424044,16Jan2015,3,29
00022666,男性,51,14,臺中市,659585958535858,16Jan2015,3,10
00022715,女性,47,13,臺中市,794999291959795,22Oct2012,3,29
00022931,男性,50,13,臺中市,312121818171313,20Sep2012,2,27
00022941,男性,53,14,臺中市,881858789888989,13Oct2013,3,33
00023079,男性,44,18,臺北市,672797770777374,21Dec2012,3,52
00023123,女性,51,18,臺北市,705020905050903,15Dec2014,3,37
00023215,女性,53,18,臺北市,820262325282325,10Nov2013,3,23
00023434,男性,47,18,臺北市,856525958565751,24Dec2013,2,42
00023454,女性,47,18,臺北市,920292828232524,14Jan2013,2,17
00023750,女性,45,18,臺北市,809090804000606,15Dec2014,3,34
00023870,女性,45,18,臺北市,774727975767875,17Dec2012,2,36
00024057,女性,52,7,高雄市,004030505040809,15Nov2012,2,25
00024219,女性,50,7,高雄市,128282820272221,12Jan2012,3,15
00024224,男性,44,7,高雄市,778767279777277,14Jan2010,2,15
00024369,女性,46,7,高雄市,656585459555752,21Feb2012,3,31
00024456,女性,55,7,高雄市,659585857565251,26Nov2013,2,38
00024572,男性,46,7,高雄市,543444143454642,16Dec2013,3,40
00024575,女性,46,7,高雄市,182828888828583,15Nov2012,2,35
00024666,男性,43,7,高雄市,665616568676667,17Dec2012,3,35
00024755,男性,39,7,高雄市,679727475727672,19Mar2013,3,34
00024833,男性,47,7,高雄市,420292925242023,15Nov2009,3,16
00024865,女性,53,7,高雄市,321272920282824,28Oct2014,3,20
00024896,女性,53,7,高雄市,805040500040806,12Dec2013,3,44
00025000,男性,46,7,高雄市,181838987898785,16Jan2015,2,35
00025105,男性,48,7,高雄市,599989497939299,15Dec2014,2,12
00025145,女性,42,7,高雄市,868626266686168,18Sep2014,2,29
00025724,男性,45,7,高雄市,568616963616166,17Nov2014,2,34
00025745,女性,42,7,高雄市,532393038303636,21Dec2012,3,40
00026204,女性,45,17,新北市,759565259525459,10Feb2014,2,33
00026242,女性,45,17,新北市,896919997989692,19Dec2014,2,51
00026319,男性,46,17,新北市,610111710111712,18Jan2013,3,36
00026347,男性,44,17,新北市,379787873747877,20Oct2014,2,42
00026415,女性,55,17,新北市,876747079797278,20Apr2013,3,37
00026432,男性,48,17,新北市,222252827282923,16Jan2015,3,25
00026475,男性,47,17,新北市,582888283828084,14Feb2011,3,32
00026547,女性,44,17,新北市,757535757555656,17Nov2014,2,18
00026694,男性,42,17,新北市,575797576757277,15Oct2008,2,46
00026709,女性,48,17,新北市,343454942494945,21Dec2012,3,38
00027060,男性,46,17,新北市,164606766626462,18Oct2012,2,53
00027097,男性,59,17,新北市,490999699969898,15Dec2014,3,29
00027145,男性,47,17,新北市,393969195989892,24Dec2013,2,37
00027175,女性,57,17,新北市,255525755565752,15Mar2013,2,30
00027181,男性,43,17,新北市,858515958535656,14Feb2014,2,29
00027367,男性,42,17,新北市,682828588868683,15Apr2014,2,27
00027512,女性,41,17,新北市,082868383898682,13Jan2011,3,43
00027528,女性,40,17,新北市,509080601090907,25Nov2014,3,36
00027572,女性,42,17,新北市,466636262646066,19Apr2014,3,34
00027669,女性,51,17,新北市,474747575707874,18Feb2014,3,34
00027755,女性,44,17,新北市,440494046424348,18Jan2013,2,30
00027756,女性,47,17,新北市,465646865656960,24Apr2013,2,14
00027824,男性,43,17,新北市,877787378757576,13Jan2014,3,48
00027838,女性,43,17,新北市,086818288818388,12Dec2013,2,22
00027850,女性,46,17,新北市,479767570757479,17Mar2008,2,33
00027923,男性,43,17,新北市,926222427292525,14Feb2014,3,31
00028219,男性,47,17,新北市,895979796999593,13Jan2014,3,32
00028222,男性,44,17,新北市,125272224262225,23Dec2011,2,26
00028247,女性,42,17,新北市,814141313191212,16Dec2013,3,42
00028530,男性,45,13,臺中市,576777173767173,20Dec2013,2,42
00028649,女性,55,13,臺中市,641434344454543,19Mar2013,2,49
00029205,女性,45,13,臺中市,353565053525858,13Jan2011,3,38
00029489,女性,46,14,臺中市,972727771757472,17Jan2014,2,23
00029601,女性,41,14,臺中市,338393835393434,21Nov2011,3,38
00029937,女性,48,18,臺北市,338353639373732,17Dec2012,2,26
00029950,男性,48,18,臺北市,229282922222329,21Jan2014,3,33
00029970,男性,45,18,臺北市,783878385858187,19Sep2010,3,50
00029974,女性,47,18,臺北市,275787971727578,18Jan2013,3,26
00030187,男性,46,18,臺北市,903070808060505,14Feb2014,2,36
00030226,男性,45,18,臺北市,692979291969893,20Dec2010,3,43
00030301,男性,48,18,臺北市,847464949494544,21Jan2014,2,47
00030357,男性,43,18,臺北市,693959294939396,23Mar2010,3,28
00030605,女性,49,18,臺北市,468696965656067,18Oct2009,2,26
00030789,男性,39,18,臺北市,000050304060208,15Nov2012,3,42
00030957,女性,46,7,高雄市,272797674787375,19Feb2010,2,58
00031032,男性,42,7,高雄市,278737974747278,17Jan2014,3,41
00031132,男性,49,7,高雄市,369676363696667,17Nov2014,3,26
00031186,女性,46,7,高雄市,563636960626465,17Feb2015,3,36
00031204,女性,42,7,高雄市,972737473757671,24Jan2012,3,48
00031272,男性,48,7,高雄市,596949199999291,17Dec2012,3,38
00031688,女性,43,7,高雄市,988878580848482,17Jan2011,2,48
00031769,女性,41,7,高雄市,839353237343235,16Dec2013,2,34
00031806,女性,51,7,高雄市,623242525282228,20Oct2011,3,40
00031861,男性,51,7,高雄市,587888380838987,20Oct2014,2,44
00031989,男性,48,7,高雄市,626252324292625,19Dec2011,3,30
00032037,女性,47,7,高雄市,028242529252729,13Jan2014,2,33
00032175,男性,49,7,高雄市,420202024282322,24Oct2014,3,30
00032371,女性,43,7,高雄市,000050400070909,17Oct2010,2,30
00032572,男性,47,7,高雄市,985888084838384,22Jan2013,2,22
00032666,女性,39,7,高雄市,267646760676368,23Dec2011,2,32
00032695,女性,47,7,高雄市,787848288838283,17Nov2011,3,30
00032716,女性,47,7,高雄市,764676961656165,20Dec2010,2,32
00032893,女性,43,7,高雄市,927242227272025,13Jan2014,2,32
00033053,男性,46,17,新北市,443404545444248,13Nov2011,2,35
00033125,男性,55,17,新北市,712151613111916,20Dec2013,3,33
00033291,男性,44,17,新北市,287868984888186,18Mar2011,2,34
00033830,男性,50,17,新北市,479757377767979,22Feb2014,3,28
00033932,女性,50,17,新北市,435373130333337,16Dec2013,3,27
00033962,女性,41,17,新北市,074797770777577,16Jan2015,2,42
00034258,女性,47,17,新北市,873737073757476,17Jan2014,2,49
00034567,女性,45,17,新北市,454545958515058,21May2011,3,25
00034574,女性,53,17,新北市,196909694999490,17Dec2012,2,10
00034703,男性,44,17,新北市,532303639303031,17Jan2014,2,17
00034718,女性,43,17,新北市,580828984858782,25May2014,3,18
00034854,女性,39,17,新北市,888838785858482,14Jan2013,2,34
00034876,男性,44,17,新北市,636363333373536,15Apr2014,2,14
00034893,男性,42,17,新北市,715171612121616,18Nov2013,3,48
00034956,女性,47,17,新北市,988868782868189,20Oct2014,2,34
00035006,男性,51,17,新北市,458555356555456,17Apr2012,2,28
00035102,女性,47,17,新北市,032333737383233,18Nov2013,2,36
00035616,女性,44,14,臺中市,225212929252929,22Jun2011,3,29
00035881,男性,47,13,臺中市,049494745454343,22Feb2011,2,36
00036170,男性,45,14,臺中市,111181619111411,19Feb2010,2,40
00036716,男性,43,18,臺北市,895979898989499,16Dec2013,2,35
00036953,女性,47,18,臺北市,610121616151416,18Oct2012,2,32
00037116,男性,53,18,臺北市,337373536333737,18Nov2013,3,17
00037140,男性,54,18,臺北市,484808488878387,21Apr2012,3,28
00037297,男性,42,18,臺北市,744484940404845,12Jan2015,2,36
00037371,女性,46,18,臺北市,991949692909898,15Jan2009,2,12
00037530,女性,45,7,高雄市,533393436383334,20Oct2014,3,24
00038183,女性,51,7,高雄市,632313434333535,12Jan2012,2,29
00038203,男性,46,7,高雄市,372747276737179,21Feb2012,2,36
00038378,女性,44,7,高雄市,909040808060302,17Jan2011,2,23
00038536,女性,41,7,高雄市,352595452575251,27Apr2014,3,27
00038629,男性,44,7,高雄市,980808883898782,23Mar2010,3,10
00038764,女性,42,7,高雄市,765676365616669,21Nov2014,3,23
00038892,男性,56,7,高雄市,893949993979597,17Oct2013,2,34
00038927,男性,45,7,高雄市,468626660656064,18Nov2013,2,28
00039001,女性,48,7,高雄市,822252525242929,18Nov2010,3,39
00039394,男性,53,7,高雄市,947484849444243,16Jan2015,3,35
00039496,女性,52,7,高雄市,842474147454242,21Nov2014,2,29
00039679,女性,41,17,新北市,462656563696468,16Oct2014,2,37
00039869,男性,41,17,新北市,890929697979998,16Dec2010,2,17
00039901,男性,48,17,新北市,042494445494246,23Dec2014,2,31
00040059,男性,41,17,新北市,139373739323338,09Jan2011,2,23
00040344,男性,49,17,新北市,472797674727576,21Nov2014,3,31
00040384,女性,47,17,新北市,682838787828985,17Jan2014,3,31
00040600,女性,41,17,新北市,954545555575353,20Dec2013,2,23
00040601,男性,45,17,新北市,905060806090705,15Mar2010,2,29
00040934,女性,50,17,新北市,246474547434449,10Nov2013,3,16
00040942,男性,41,17,新北市,854545252525758,15May2012,3,26
00040950,男性,47,17,新北市,459565657535356,16Jan2015,3,26
00041028,女性,51,17,新北市,967656365696562,11Dec2014,2,35
00041181,女性,56,17,新北市,358565350585053,17Nov2011,3,45
00041307,女性,46,17,新北市,521292625252520,15Feb2013,3,24
00041653,男性,46,17,新北市,788858589808685,15Oct2008,2,36
00041946,女性,48,14,臺中市,892939492969294,15Nov2012,2,28
00041949,男性,42,14,臺中市,683818481888384,16Jan2015,3,32
00042173,女性,45,14,臺中市,325232527212625,14Feb2011,3,44
00042228,男性,46,14,臺中市,454535359545157,20Jan2012,2,33
00042389,男性,41,14,臺中市,758575056565356,20Oct2011,2,45
00042500,女性,48,14,臺中市,246424942494242,16Dec2010,3,39
00042658,女性,45,14,臺中市,948454244424148,21Feb2015,2,32
00042743,男性,51,14,臺中市,675727673787179,16Jan2015,2,42
00042996,男性,41,14,臺中市,206070305050701,14Nov2013,2,42
00043058,男性,45,14,臺中市,221282427262827,24Jan2015,3,23
00043181,女性,43,18,臺北市,567656064686966,15Mar2013,3,35
00043204,男性,52,18,臺北市,342404745414340,22Oct2012,2,13
00043366,男性,46,18,臺北市,757565552555554,16Oct2011,3,41
00043632,男性,50,18,臺北市,889848985838989,18Mar2014,2,36
00043727,女性,48,18,臺北市,493999397999197,11Feb2013,3,25
00043764,男性,44,18,臺北市,283898381868483,20Dec2010,2,35
00043815,男性,50,18,臺北市,255555952535554,14Feb2014,3,39
00043832,女性,49,18,臺北市,374747477797773,28Jan2015,3,24
00043921,女性,45,18,臺北市,945494344444943,20Dec2013,3,25
00043956,女性,51,18,臺北市,968616764666360,16Oct2014,2,30
00044506,男性,49,12,屏東縣,000060309020706,22Oct2012,2,38
00044729,男性,46,12,屏東縣,468696465676961,17Jan2014,2,44
00044735,男性,50,12,屏東縣,000060403070208,22Mar2014,3,30
00045019,男性,51,12,屏東縣,818191213191511,13Jan2014,2,39
00045187,女性,39,12,屏東縣,264606265626662,19Nov2012,2,35
00045268,女性,53,12,屏東縣,796989394979394,20Oct2014,3,43
00045339,女性,45,20,桃園縣,364666560696063,17Oct2010,3,34
00045340,女性,45,20,桃園縣,569666865656069,20Jan2015,2,34
00045366,女性,42,20,桃園縣,295979695999992,17Feb2012,3,29
00045412,女性,47,20,桃園縣,359535655525251,20Dec2013,2,20
00045443,男性,48,20,桃園縣,277797871737578,17Jan2014,2,23
00045632,女性,44,20,桃園縣,246424647464946,14Jan2013,2,32
00045795,男性,46,20,桃園縣,073787277777278,16Mar2009,3,39
00045827,女性,45,20,桃園縣,292949391929896,16Dec2013,3,33
00045902,男性,47,20,桃園縣,888858288898788,21Feb2015,3,25
00046041,男性,48,20,桃園縣,954595752585352,14Nov2013,3,41
00046242,男性,46,20,桃園縣,134333731323534,17Oct2013,2,38
00046389,女性,50,20,桃園縣,494929298949698,17Jan2014,3,23
00046882,男性,52,1,彰化縣,125262725202024,12Dec2013,3,44
00047702,女性,50,1,彰化縣,229262620212220,18Jan2010,2,30
00047738,女性,53,1,彰化縣,384888883838985,12Dec2013,3,27
00048828,女性,47,16,臺南市,709060406070708,21Aug2014,2,28
00048937,女性,50,16,臺南市,358585859565759,15Nov2012,3,31
00048970,女性,41,16,臺南市,166666867666467,17Feb2015,3,37
00048979,女性,50,16,臺南市,415181612171613,18Mar2014,3,38
00049096,男性,49,16,臺南市,977787179737571,18Mar2011,2,34
00049152,女性,47,16,臺南市,576757273787875,14Nov2013,3,30
00049175,女性,48,16,臺南市,979767476747471,17Jan2014,3,36
00049265,男性,44,16,臺南市,476777674757577,16Oct2014,2,34
00049733,女性,41,12,屏東縣,299909599929497,17Apr2012,2,29
00049830,女性,46,12,屏東縣,842494643434144,21Jan2014,3,19
00049832,男性,51,12,屏東縣,327282522272627,19Sep2013,3,27
00049960,男性,41,12,屏東縣,000070504060406,16Mar2009,3,41
00049960,男性,45,12,屏東縣,848464848424247,16Sep2012,2,41
00050103,男性,40,12,屏東縣,363666762676067,18Jan2010,3,26
00050159,女性,46,12,屏東縣,000070707000203,18Nov2013,3,18
00050618,女性,43,20,桃園縣,174787278727678,19Dec2011,2,48
00050625,男性,45,20,桃園縣,557565052575655,09Nov2011,2,40
00051148,男性,52,20,桃園縣,836383933353539,18Nov2013,2,30
00051252,男性,40,20,桃園縣,869676865686065,21Jan2014,3,31
00051465,女性,45,20,桃園縣,468656160626965,11Dec2014,3,18
00051484,女性,54,1,彰化縣,222232721272323,15Dec2014,3,38
00051528,男性,52,1,彰化縣,662626369696364,13Nov2014,3,23
00051557,女性,45,1,彰化縣,587808584858384,19Feb2010,3,33
00051721,男性,44,1,彰化縣,740414946454345,14Nov2013,3,32
00051836,男性,44,1,彰化縣,933333335333434,22Nov2013,2,27
00051978,女性,44,1,彰化縣,228272524262225,13Dec2012,2,36
00052006,男性,51,1,彰化縣,586838182818983,11Nov2012,2,34
00052335,男性,43,1,彰化縣,377797779767278,23Apr2011,2,21
00052415,女性,55,1,彰化縣,557535952575550,21Apr2012,3,22
00052445,男性,44,1,彰化縣,824282929282428,18Nov2013,2,24
00052556,女性,41,1,彰化縣,388878688848486,12Jan2015,3,16
00052867,男性,41,16,臺南市,437383531333534,16Dec2013,2,33
00053185,男性,45,16,臺南市,829252523262224,20Oct2014,3,42
00053492,女性,42,16,臺南市,988838385838488,20Dec2013,3,28
00053553,女性,45,16,臺南市,444454845404047,19Sep2013,2,40
00053556,女性,54,16,臺南市,297949795909392,19Dec2011,3,35
00053756,女性,41,16,臺南市,904090901060909,19Mar2013,2,51
00054162,女性,48,15,臺南市,263676468606166,14Nov2013,2,31
00054363,男性,47,15,臺南市,519171918191017,13Nov2011,2,37
00054492,女性,48,12,屏東縣,851555750545857,20Dec2013,2,32
00054495,男性,49,12,屏東縣,591949492949694,23Mar2013,3,45
00054596,女性,46,12,屏東縣,733383437373631,22Mar2014,2,27
00054723,女性,45,12,屏東縣,685898684808486,20Dec2013,2,36
00055087,男性,41,12,屏東縣,818111712141114,12Jan2015,2,32
00055425,女性,43,12,屏東縣,928222728292620,17Feb2012,2,26
00055723,男性,52,20,桃園縣,995969797999491,13Nov2014,2,17
00055743,女性,50,20,桃園縣,188898687878983,15Feb2013,3,34
00055753,女性,46,20,桃園縣,823242427242222,14Nov2013,3,29
00055816,男性,48,20,桃園縣,797919299929499,15Dec2014,3,27
00055862,女性,42,20,桃園縣,654535350595357,15Nov2012,2,28
00055986,女性,44,20,桃園縣,247474846494745,20Dec2013,2,29
00055996,女性,46,20,桃園縣,755525255545155,18Feb2014,2,34
00056140,女性,49,20,桃園縣,389838788898687,16Jan2015,2,41
00056231,男性,40,20,桃園縣,821222726282422,15Nov2012,3,41
00056343,女性,46,20,桃園縣,960646660626661,21Feb2015,2,31
00056629,女性,47,1,彰化縣,607060309030504,18Mar2011,2,26
00056630,男性,53,1,彰化縣,788878883858383,16Jan2015,3,33
00056736,男性,42,1,彰化縣,414181713131311,16Dec2013,3,26
00056931,男性,41,1,彰化縣,835333838333835,17Oct2013,2,38
00057051,男性,46,1,彰化縣,907080707010408,19Mar2013,2,39
00057154,男性,42,1,彰化縣,957595852515852,15Feb2013,3,39
00057439,男性,45,1,彰化縣,825252026292323,23May2012,2,26
00057605,男性,65,1,彰化縣,264656268666964,20Oct2014,2,29
00057744,男性,55,1,彰化縣,484838485808784,25Oct2010,3,44
00057789,男性,49,1,彰化縣,191999398969392,21Dec2006,3,38
00057850,女性,49,1,彰化縣,547454148474843,14Jan2013,3,20
00057863,女性,44,1,彰化縣,831343334363935,14Jan2013,2,24
00057915,女性,42,1,彰化縣,752565553575357,19Dec2014,3,13
00057978,女性,42,16,臺南市,762666561656964,17Dec2012,3,33
00058089,女性,49,15,臺南市,316131619181511,13Nov2014,2,33
00058176,男性,40,16,臺南市,312131812191918,15Mar2013,3,21
00058307,女性,46,16,臺南市,327282224282826,21Jan2011,2,11
00058429,女性,44,16,臺南市,551505456555652,19Dec2011,3,13
00059041,女性,52,16,臺南市,042494149454648,17Nov2011,2,25
00059098,男性,41,16,臺南市,326252625272124,15Feb2013,2,50
00059346,女性,49,16,臺南市,096979397959693,24Dec2013,2,25
00059541,女性,44,16,臺南市,774757473727378,19Dec2014,3,40
00059696,男性,42,16,臺南市,639383834393230,17Jan2014,2,47
00059697,女性,47,16,臺南市,277767678747377,10Jan2010,3,35
00059806,男性,43,9,苗栗縣,936363832373939,16Dec2010,3,41
